-0.371170, 0.000893, -11.355316, -5.576304, 4.251551, 0.000340
-0.397076, 0.001007, -11.734283, -5.628124, 4.232513, 0.000340
-0.424279, 0.001137, -12.119110, -5.678751, 4.212625, 0.000340
-0.452826, 0.001282, -12.509827, -5.728172, 4.191964, 0.000340
-0.482760, 0.001434, -12.906403, -5.776376, 4.170608, 0.000339
-0.514127, 0.001610, -13.308777, -5.823349, 4.148634, 0.000339
-0.546974, 0.001793, -13.717010, -5.869078, 4.126118, 0.000339
-0.581349, 0.001999, -14.131012, -5.913551, 4.103139, 0.000339
-0.617300, 0.002220, -14.550812, -5.956754, 4.079773, 0.000339
-0.654879, 0.002457, -14.976379, -5.998675, 4.056099, 0.000339
-0.694133, 0.002724, -15.407684, -6.039301, 4.032192, 0.000339
-0.735116, 0.003006, -15.844696, -6.078619, 4.008131, 0.000339
-0.777882, 0.003311, -16.287415, -6.116617, 3.983992, 0.000338
-0.822481, 0.003647, -16.735840, -6.153282, 3.959854, 0.000338
-0.868970, 0.004005, -17.189911, -6.188600, 3.935793, 0.000338
-0.917406, 0.004395, -17.649597, -6.222560, 3.911886, 0.000338
-0.967740, 0.004814, -18.113983, -6.255148, 3.888211, 0.000338
-1.020226, 0.005264, -18.584808, -6.286351, 3.864846, 0.000338
-1.074829, 0.005753, -19.061218, -6.316157, 3.841866, 0.000338
-1.131612, 0.006279, -19.543167, -6.344553, 3.819351, 0.000337
-1.190634, 0.006844, -20.030624, -6.371526, 3.797377, 0.000337
-1.251958, 0.007446, -20.523590, -6.397063, 3.776020, 0.000337
-1.315647, 0.008095, -21.022018, -6.421152, 3.755360, 0.000337
-1.381765, 0.008789, -21.525894, -6.443779, 3.735472, 0.000337
-1.450379, 0.009537, -22.035187, -6.464932, 3.716434, 0.000337
-1.521555, 0.010330, -22.549866, -6.484598, 3.698324, 0.000337
-1.595360, 0.011185, -23.069901, -6.502765, 3.681218, 0.000337
-1.671865, 0.012093, -23.595276, -6.519419, 3.665195, 0.000336
-1.751140, 0.013069, -24.125961, -6.534547, 3.650330, 0.000336
-1.833252, 0.014107, -24.661911, -6.548138, 3.636702, 0.000336
-1.918281, 0.015213, -25.203110, -6.560177, 3.624388, 0.000336
-2.006294, 0.016388, -25.749512, -6.570653, 3.613466, 0.000336
-2.097369, 0.017647, -26.301102, -6.579552, 3.604011, 0.000336
-2.191584, 0.018982, -26.857834, -6.586862, 3.596102, 0.000336
-2.289012, 0.020401, -27.419678, -6.592570, 3.589817, 0.000336
-2.389735, 0.021912, -27.986603, -6.596663, 3.585231, 0.000336
-2.493830, 0.023514, -28.558563, -6.599128, 3.582423, 0.000336
-2.601380, 0.025223, -29.135529, -6.599952, 3.581470, 0.000336
-2.712432, 0.027031, -29.716888, -6.583225, 3.589107, 0.000342
-2.827031, 0.028946, -30.302032, -6.533823, 3.611603, 0.000359
-2.945266, 0.030975, -30.891022, -6.452911, 3.648341, 0.000386
-3.067226, 0.033127, -31.483856, -6.341656, 3.698702, 0.000424
-3.192995, 0.035408, -32.080551, -6.201225, 3.762064, 0.000472
-3.322664, 0.037819, -32.681137, -6.032785, 3.837810, 0.000529
-3.456324, 0.040367, -33.285614, -5.837499, 3.925322, 0.000594
-3.594059, 0.043068, -33.893997, -5.616539, 4.023977, 0.000668
-3.735965, 0.045921, -34.506317, -5.371069, 4.133159, 0.000750
-3.881921, 0.048927, -35.121674, -5.102252, 4.252249, 0.000840
-4.032423, 0.052109, -35.741806, -4.811260, 4.380625, 0.000936
-4.187372, 0.055473, -36.365906, -4.499258, 4.517670, 0.001039
-4.346868, 0.059013, -36.993958, -4.167408, 4.662765, 0.001148
-4.511002, 0.062759, -37.625992, -3.816884, 4.815289, 0.001263
-4.679873, 0.066704, -38.261978, -3.448849, 4.974624, 0.001383
-4.853587, 0.070869, -38.901962, -3.064465, 5.140153, 0.001507
-5.032238, 0.075249, -39.545914, -2.664907, 5.311252, 0.001636
-5.215932, 0.079872, -40.193848, -2.251337, 5.487305, 0.001768
-5.404776, 0.084740, -40.845764, -1.824917, 5.667694, 0.001903
-5.598871, 0.089859, -41.501633, -1.386823, 5.851796, 0.002042
-5.798327, 0.095253, -42.161484, -0.938216, 6.038994, 0.002182
-6.003255, 0.100922, -42.825302, -0.480259, 6.228671, 0.002325
-6.213761, 0.106888, -43.493057, -0.014128, 6.420203, 0.002469
-6.429959, 0.113159, -44.164764, 0.459016, 6.612974, 0.002614
-6.651967, 0.119759, -44.840393, 0.938012, 6.806366, 0.002759
-6.879893, 0.126686, -45.519928, 1.421683, 6.999756, 0.002904
-7.113856, 0.133965, -46.203354, 1.908866, 7.192526, 0.003049
-7.353978, 0.141609, -46.890671, 2.398402, 7.384060, 0.003193
-7.600372, 0.149635, -47.581818, 2.889113, 7.573735, 0.003335
-7.853160, 0.158058, -48.276810, 3.379837, 7.760933, 0.003476
-8.112467, 0.166893, -48.975601, 3.869414, 7.945037, 0.003614
-8.378409, 0.176170, -49.678162, 4.356667, 8.125423, 0.003750
-8.651114, 0.185890, -50.384460, 4.840434, 8.301476, 0.003882
-8.930705, 0.196083, -51.094482, 5.319554, 8.472578, 0.004011
-9.217305, 0.206772, -51.808182, 5.792850, 8.638104, 0.004135
-9.511040, 0.217964, -52.525497, 6.259161, 8.797440, 0.004255
-9.812039, 0.229698, -53.246429, 6.717326, 8.949965, 0.004369
-10.120422, 0.241982, -53.970917, 7.166167, 9.095059, 0.004478
-10.436317, 0.254845, -54.698898, 7.604523, 9.232103, 0.004581
-10.759854, 0.268311, -55.430359, 8.031234, 9.360481, 0.004678
-11.091152, 0.282402, -56.165222, 8.445121, 9.479569, 0.004767
-11.429976, 0.297134, -56.902649, 8.845025, 9.588752, 0.004849
-11.777155, 0.312561, -57.644150, 9.229782, 9.687408, 0.004923
-12.132466, 0.328690, -58.388885, 9.598218, 9.774919, 0.004989
-12.496035, 0.345558, -59.136826, 9.949169, 9.850665, 0.005046
-12.867986, 0.363190, -59.887878, 10.281476, 9.914027, 0.005094
-13.248433, 0.381615, -60.642014, 10.593962, 9.964388, 0.005131
-13.637495, 0.400871, -61.399124, 10.885465, 10.001125, 0.005159
-14.035338, 0.420990, -62.159271, 11.154819, 10.023623, 0.005176
-14.441987, 0.442001, -62.922211, 11.400857, 10.031259, 0.005182
-14.857619, 0.463943, -63.688095, 11.631972, 10.021585, 0.005183
-15.282368, 0.486847, -64.456970, 11.857370, 9.992778, 0.005186
-15.716311, 0.510757, -65.228653, 12.077088, 9.945161, 0.005191
-16.159542, 0.535698, -66.003006, 12.291175, 9.879057, 0.005199
-16.612146, 0.561729, -66.779877, 12.499673, 9.794789, 0.005208
-17.074196, 0.588882, -67.559097, 12.702621, 9.692682, 0.005219
-17.545769, 0.617195, -68.340485, 12.900066, 9.573061, 0.005231
-18.026943, 0.646729, -69.123917, 13.092053, 9.436243, 0.005245
-18.517775, 0.677513, -69.909180, 13.278623, 9.282557, 0.005261
-19.018333, 0.709602, -70.696152, 13.459818, 9.112324, 0.005278
-19.528687, 0.743042, -71.484650, 13.635686, 8.925866, 0.005297
-20.048878, 0.777885, -72.274490, 13.806265, 8.723510, 0.005316
-20.578964, 0.814186, -73.065521, 13.971600, 8.505577, 0.005337
-21.118999, 0.851997, -73.857574, 14.131738, 8.272388, 0.005359
-21.669018, 0.891373, -74.650467, 14.286716, 8.024272, 0.005382
-22.229061, 0.932381, -75.444031, 14.436583, 7.761549, 0.005406
-22.799173, 0.975067, -76.238098, 14.581380, 7.484539, 0.005430
-23.379372, 1.019501, -77.032501, 14.721149, 7.193572, 0.005456
-23.969690, 1.065742, -77.827042, 14.855936, 6.888968, 0.005482
-24.570156, 1.113861, -78.621582, 14.985784, 6.571047, 0.005508
-25.180777, 1.163933, -79.415909, 15.110734, 6.240139, 0.005535
-25.801567, 1.216011, -80.209885, 15.230829, 5.896564, 0.005562
-26.432549, 1.270187, -81.003326, 15.346118, 5.540641, 0.005590
-27.073708, 1.326515, -81.796051, 15.456638, 5.172702, 0.005618
-27.725052, 1.385101, -82.587891, 15.562436, 4.793065, 0.005645
-28.386585, 1.445999, -83.378677, 15.663553, 4.402050, 0.005673
-29.058281, 1.509315, -84.168243, 15.760035, 3.999989, 0.005701
-29.740131, 1.575119, -84.956421, 15.851923, 3.587201, 0.005729
-30.432125, 1.643517, -85.743042, 15.939261, 3.164004, 0.005756
-31.134228, 1.714592, -86.527939, 16.022093, 2.730731, 0.005783
-31.846416, 1.788445, -87.310928, 16.100462, 2.287701, 0.005809
-32.568665, 1.865166, -88.091888, 16.174412, 1.835232, 0.005835
-33.300919, 1.944878, -88.870621, 16.243984, 1.373656, 0.005861
-34.043144, 2.027679, -89.646988, 16.309223, 0.903294, 0.005885
-34.795303, 2.113678, -90.420837, 16.370174, 0.424461, 0.005909
-35.557327, 2.203003, -91.192001, 16.426876, -0.062506, 0.005932
-36.329166, 2.295769, -91.960327, 16.479378, -0.557292, 0.005954
-37.110767, 2.392105, -92.725693, 16.527719, -1.059577, 0.005975
-37.902050, 2.492142, -93.487930, 16.571943, -1.569028, 0.005995
-38.702946, 2.596016, -94.246902, 16.612093, -2.085326, 0.006013
-39.513390, 2.703880, -95.002487, 16.648216, -2.608155, 0.006030
-40.333282, 2.815872, -95.754547, 16.680351, -3.137179, 0.006046
-41.162556, 2.932167, -96.502945, 16.708544, -3.672087, 0.006060
-42.001087, 3.052910, -97.247559, 16.732836, -4.212537, 0.006073
-42.848816, 3.178284, -97.988281, 16.753273, -4.758231, 0.006084
-43.705627, 3.308464, -98.724991, 16.769897, -5.308833, 0.006093
-44.571384, 3.443649, -99.457565, 16.782751, -5.864007, 0.006100
-45.446014, 3.584030, -100.185928, 16.791878, -6.423455, 0.006106
-46.329380, 3.729820, -100.909958, 16.797323, -6.986841, 0.006109
-47.221325, 3.881241, -101.629562, 16.799129, -7.553829, 0.006110
